0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,1,1,0,26,383,378,71,980,970,945,960,919,725,510,342,-490,-490,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,1,1,0,26,383,378,71,980,970,945,960,919,725,510,342,-490,-490,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,1,1,0,15,383,382,79,980,970,945,960,919,726,512,343,-486,-492,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,1,1,0,14,383,382,79,980,970,945,960,919,725,513,343,-486,-492,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,1,1,0,4,383,386,87,980,969,945,960,919,726,515,344,-482,-494,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,1,1,0,-8,382,391,95,979,969,945,960,919,727,518,345,-478,-496,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,1,1,0,-19,382,395,102,979,969,946,960,919,727,520,346,-475,-499,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,1,1,0,-43,381,404,119,978,968,946,960,919,728,525,349,-467,-504,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,1,1,0,-53,381,408,127,977,967,946,960,919,728,528,350,-464,-507,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,1,1,0,-89,380,422,152,976,965,947,960,919,730,535,354,-452,-514,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,1,1,0,-110,380,431,168,975,964,948,960,919,731,540,357,-444,-519,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,1,1,0,-135,380,441,185,974,963,948,960,919,732,546,360,-436,-525,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
